event,logicNeg,cueNeg,pragNeg
PersonX carries the ___ into the enemy's country,[],[],[]
PersonX comes ___ from school,[],[],[]
PersonX trembles in every limb,"[""PersonX does not tremble in every limb""]",[],"[""PersonX trembles in one limb"", ""PersonX is brave""]"
PersonX dyes PersonY's hair red,"[""PersonX does not dye PersonY's hair red""]","[""PersonX not by any means dyes PersonY's hair red""]","[""PersonX paints PersonY's nails green""]"
PersonX plays PersonX's favorite songs,"[""PersonX does not play PersonX's favorite songs""]","[""PersonX refuses to play PersonX's favorite songs""]","[""PersonX plays PersonX's least favorite songs"", ""PersonX sits in silence""]"
PersonX is a good soccer player,"[""PersonX is not a good soccer player""]","[""PersonX is by no means a good soccer player""]","[""PersonX is a clumsy soccer player"", ""PersonX is a horrible soccer player""]"
PersonX curls PersonY's hair,"[""PersonX does not curl PersonY's hair""]","[""PersonX uncurls PersonY's hair"", ""PersonX never curls PersonY's hair""]","[""PersonX straightens PersonY's hair"", ""Person X curls person Y's toe""]"
PersonX loses PersonY,"[""PersonX does not lose PersonY""]",[],"[""PersonX finds PersonY."", ""PersonX has PersonY""]"
PersonX makes ___ that day,[],[],[]
PersonX has a new car,"[""PersonX does not have a new car""]","[""PersonX lacks a new car"", ""PersonX is deprived of a new car"", ""PersonX has a lack of a new car"", ""PersonX has never had a new car.""]","[""PersonX has an old car.""]"
PersonX breaks the news,"[""PersonX does not break the news""]",[],"[""PersonX is the last to know"", ""PersonX finds out a secret""]"
PersonX sees PersonY's mother,"[""PersonX does not see PersonY's mother""]","[""PersonX halts seeing PersonY's mother""]","[""PersonX sees their own mother"", ""PersonX sees PersonY's father""]"
PersonX grants PersonY request,"[""PersonX does not grant PersonY request""]","[""PersonX hardly ever grants PersonY request"", ""PersonX denies PersonY's request.""]",[]
PersonX improves PersonX's grades,"[""PersonX does not improve PersonX's grades""]","[""PersonX in no way improves PersonX's grades"", ""PersonX never improves PersonX's grades"", ""PersonX fails the course.""]","[""PersonX makes PersonX's grades worse""]"
PersonX would not work,[],[],"[""PersonX works.""]"
PersonX ends one's ___,[],[],[]
PersonX smooths away the ___,[],[],[]
PersonX gets a second opinion,"[""PersonX does not get a second opinion""]","[""PersonX on no condition gets a second opinion"", ""PersonX never gets a second opinion""]","[""PersonX trusts the first opinion"", ""PersonX gets a second chance""]"
PersonX enjoys PersonX's class,"[""PersonX does not enjoy PersonX's class""]",[],"[""PersonX hates Person's class."", ""PersonX hates PersonX's class.""]"
PersonX rises to the challenge,"[""PersonX does not rise to the challenge""]",[],"[""PersonX backed down from the challenge"", ""PersonX hides from the challenge""]"
PersonX misses PersonY,"[""PersonX does not miss PersonY""]","[""PersonX seldomly misses PersonY""]","[""PersonX wants PersonY to go away"", ""PersonX is glad to be rid of PersonY.""]"
PersonX finds ___ PersonY liked,[],[],[]
PersonX measures the ___ directly,[],[],[]
PersonX finds ___ though,[],[],[]
PersonX gives PersonY PersonX's name,"[""PersonX does not give PersonY PersonX's name""]","[""PersonX by no means gives PersonY PersonX's name""]","[""PersonX gives PersonY PersonX's name"", ""Person X divorces Person Y.""]"
PersonX spends the summer,"[""PersonX does not spend the summer""]","[""PersonX hardly spends the summer""]","[""PersonX spends the winter"", ""PersonX wastes the summer""]"
PersonX places ___ in the oven,[],[],[]
PersonX owes PersonX's ___ to the fact,[],[],[]
PersonX yells for PersonY,"[""PersonX does not yell for PersonY""]",[],"[""PersonX whispers to PersonY"", ""PersonX refrains from standing up for PersonY.""]"
PersonX is at PersonX's grandmother's house,"[""PersonX is not at PersonX's grandmother's house""]","[""PersonX refuses to visit his grandmother""]","[""PersonX is at PersonX's grandmother's funeral""]"
PersonX shows PersonX's mother,"[""PersonX does not show PersonX's mother""]",[],"[""PersonX hides PersonX's mother"", ""PersonX tells their mother to go home.""]"
PersonX buys one anyway,"[""PersonX does not buy one anyway""]",[],"[""PersonX puts the product back"", ""PersonX puts their money into savings.""]"
PersonX becomes very ill,"[""PersonX does not become very ill""]",[],"[""PersonX remains healthy in life"", ""PersonX stays healthy""]"
PersonX gives PersonY the name,"[""PersonX does not give PersonY the name""]","[""PersonX refuses to tell PersonY the name."", ""PersonY never learns the name.""]",[]
PersonX hightails it,"[""PersonX does not hightail it""]",[],"[""PersonX walks away slowly."", ""PersonX slows down""]"
PersonX buys PersonX's one,"[""PersonX does not buy PersonX's one""]",[],"[""PersonX only buys on for someone else.""]"
PersonX wants to fly,"[""PersonX does not want to fly""]",[],"[""PersonX buys a bus ticket instead."", ""PersonX wants to die.""]"
PersonX prevents the ___ from breaking,[],[],[]
PersonX has to go to a new school,"[""PersonX does not have to go to a new school"", ""PersonX doesn't have to go to a new school""]",[],"[""personx has to go to a new job""]"
PersonX meets customers ' ___,[],[],[]
PersonX researches ___ online,[],[],[]
PersonX works last night,"[""PersonX does not work last night""]",[],"[""PersonX stayed at home last night"", ""PersonX slept last night.""]"
PersonX feels better,"[""PersonX does not feel better""]",[],"[""PersonX feels worse""]"
PersonX skates around,"[""PersonX does not skate around""]","[""PersonX avoids skating around""]","[""PersonX skates in one place."", ""PersonX drives around.""]"
PersonX stops at a store,"[""PersonX does not stop at a store""]","[""PersonX not at all stops at a store""]","[""PersonX leaves a store"", ""PersonX passes a store""]"
PersonX stands on stage,"[""PersonX does not stand on stage""]","[""PersonX by no means stands on stage""]","[""PersonX sits in the crowd"", ""PersonX sits on stage""]"
PersonX gives PersonY the slip,"[""PersonX does not give PersonY the slip""]",[],"[""PersonX takes PersonY the slip"", ""PersonX gives PersonY the job""]"
PersonX watches intently,"[""PersonX does not watch intently""]","[""PersonX barely glances.""]","[""PersonX gives it a casual glance.""]"
PersonX takes a step back,"[""PersonX does not take a step back""]",[],"[""PersonX takes a step forward""]"
PersonX weeps like a PersonY,"[""PersonX does not weep like a PersonY""]",[],"[""PersonX laughs like a PersonY""]"
PersonX shares the ___ equally,[],[],[]
PersonX catches PersonY's eye,"[""PersonX does not catch PersonY's eye"", ""PersonY does not notice personX""]","[""PersonY fails to notice PersonX""]",[]
PersonX puts PersonY to use,"[""PersonX does not put PersonY to use""]",[],"[""PersonX puts PersonY to misuse"", ""PersonX tells PersonY to go home.""]"
PersonX taketh PersonX's ___ in vain,[],[],[]
PersonX throws PersonX's hat over the wall,"[""PersonX does not throw PersonX's hat over the wall""]",[],"[""PersonX gets PersonX's hat from the wall"", ""Person X gives person Y a hat""]"
PersonX exceeds ___ in value,[],[],[]
PersonX likes cheese,"[""PersonX does not like cheese""]","[""PersonX dislikes cheese"", ""PersonX stops liking cheese"", ""PersonX prevents themselves from liking cheese""]","[""PersonX hates cheese"", ""PersonX hates cheese.""]"
PersonX finds a good job,"[""PersonX does not find a good job""]",[],"[""PersonX lost a good job."", ""Personx finds a terrible job.""]"
PersonX seems larger and heavier at that elevation,"[""PersonX does not seem larger and heavier at that elevation""]",[],"[""PersonX seems smaller and lighter at that elevation"", ""PersonX seems larger and heavier on the ground""]"
PersonX starts early in the morning,"[""PersonX does not start early in the morning""]",[],"[""PersonX starts late in the evening"", ""PersonX sleeps in until the afternoon.""]"
PersonX plays a ___ in the system,[],[],[]
PersonX uses the card,"[""PersonX does not use the card""]","[""PersonX ceases using the card""]","[""PersonX uses cash""]"
PersonX finds PersonY anywhere,"[""PersonX does not find PersonY anywhere"", ""PersonX cannot locate PersonY.""]",[],"[""PersonX cant find PersonY""]"
PersonX smiles happily,"[""PersonX does not smile happily""]","[""PersonX by no means smiles happily""]","[""PersonX cries sadly"", ""PersonX frowns sadly""]"
PersonX feels ashamed,"[""PersonX does not feel ashamed""]","[""PersonX feels unashamed""]","[""PersonX is proud."", ""PersonX feels proud.""]"
PersonX hears a phone ring,"[""PersonX does not hear a phone ring""]",[],"[""PersonX sets the phone ring""]"
PersonX moves PersonX's car,"[""PersonX does not move PersonX's car""]",[],"[""PersonX leaves PersonX's car alone"", ""PersonX leaves PersonX's car alone.""]"
PersonX tells PersonY must be,"[""PersonX does not tell PersonY must be""]","[""PersonX under no circumstances tells PersonY must be""]",[]
PersonX shuts the door,"[""PersonX does not shut the door""]","[""PersonX avoids shutting the door"", ""PersonX barely shuts the door"", ""PersonX on no condition shuts the door""]","[""PersonX opens the door."", ""PersonX opens the door""]"
PersonX exchanges numbers,"[""PersonX does not exchange numbers"", ""PersonX doesn't have a phone."", ""PersonX does not want to be reached by phone.""]",[],[]
PersonX sees the animals,"[""PersonX does not see the animals"", ""PersonX can't see the animals""]","[""PersonX saw no animals.""]",[]
PersonX watches PersonY intently,"[""PersonX does not watch PersonY intently""]","[""PersonX no longer watches PersonY intently""]",[]
PersonX dyes PersonY's hair blonde,"[""PersonX does not dye PersonY's hair blonde""]",[],"[""PersonX dyes PersonY's hair black"", ""personx dyes persony's hair purple""]"
PersonX links ___ together,[],[],[]
PersonX makes the shot,"[""PersonX does not make the shot""]",[],"[""PersonX misses"", ""PersonX missed the shot.""]"
PersonX provides ___ to the public,[],[],[]
PersonX blows smoke,"[""PersonX does not blow smoke""]",[],"[""PersonX blows stream"", ""PersonX sucks in smoke""]"
PersonX visits the zoo,"[""PersonX does not visit the zoo""]",[],"[""PersonX visits the aquarium."", ""PersonX skips the zoo trip.""]"
PersonX unlocks the door,"[""PersonX does not unlock the door""]","[""PersonX has problem with unlocking the door"", ""PersonX by no means unlocks the door""]","[""PersonX locks the door"", ""PersonX secures a deadbolt.""]"
PersonX donates ___ to charity,[],[],[]
PersonX feels better ___,[],[],[]
PersonX becomes a lawyer,"[""PersonX does not become a lawyer""]",[],"[""PersonX becomes a criminal."", ""PersonX becomes an NBA player""]"
PersonX criticizes PersonY,"[""PersonX does not criticize PersonY""]",[],"[""PersonX praises PersonY"", ""PersonX praises PersonY.""]"
PersonX meets friends,"[""PersonX does not meet friends""]",[],"[""PersonX meets enemies""]"
PersonX feels very nervous,"[""PersonX does not feel very nervous""]",[],"[""PersonX is calm and confident."", ""PersonX is very confident.""]"
PersonX plays ___ today,[],[],[]
PersonX feels relief,"[""PersonX does not feel relief""]","[""PersonX never feels relief""]","[""PersonX feels guilty""]"
PersonX studies for PersonX's math test,"[""PersonX does not study for PersonX's math test""]",[],"[""PersonX parties instead of studying for PersonX's math test"", ""PersonX studies for PersonX's english test""]"
PersonX finds PersonX's ring,"[""PersonX does not find PersonX's ring""]","[""PersonX by no means finds PersonX's ring""]","[""PersonX loses PersonX's ring""]"
PersonX brings ___ to the eyes,[],[],[]
PersonX pushes PersonY down,"[""PersonX does not push PersonY down""]",[],"[""PersonX pulls PersonY up."", ""PersonX helps PersonY up""]"
PersonX sends another ___,[],[],[]
PersonX practices for weeks,"[""PersonX does not practice for weeks""]",[],"[""PersonX practices for minutes"", ""PersonX plays by the seat of their pants.""]"
PersonX lands the job,"[""PersonX does not land the job"", ""PersonX doesn't get the job""]",[],[]
PersonX searches for a job,"[""PersonX does not search for a job""]",[],"[""PersonX has a steady job."", ""PersonX lands a job""]"
PersonX changes PersonY's lives,"[""PersonX does not change PersonY's lives"", ""PersonX doesn't change PersonY's lives""]",[],"[""PersonX makes PersonY stagnate.""]"
PersonX helps another ___,[],[],[]
PersonX seems better,"[""PersonX does not seem better""]",[],"[""PersonX's condition gets worse."", ""PersonX is turning green.""]"
PersonX makes contact with PersonY,"[""PersonX does not make contact with PersonY"", ""PersonX hasn't spoken to PersonY in years""]","[""PersonX rarely makes contact with PersonY""]","[""PersonX stays away from PersonY""]"
PersonX leaves it at that,"[""PersonX does not leave it at that""]",[],"[""PersonX carries on forever."", ""PersonX keeps at it""]"
PersonX tells PersonY had a surprise,"[""PersonX does not tell PersonY had a surprise""]",[],"[""PersonX leaves Person Y"", ""PersonX tells PersonY nothing""]"
PersonX bites the dust,"[""PersonX does not bite the dust""]",[],"[""PersonX keeps on going"", ""PersonX lives.""]"
PersonX appreciates PersonY,"[""PersonX does not appreciate PersonY""]","[""PersonX not at all appreciates PersonY""]","[""PersonX underappreciates PersonY"", ""PersonX takes PersonY for granted""]"
PersonX dawns upon PersonY,"[""PersonX does not dawn upon PersonY""]",[],"[""PersonX is dark towards PersonY."", ""PersonY forgets all about PersonX""]"
PersonX sets PersonY off,"[""PersonX does not set PersonY off""]",[],"[""PersonX makes PersonY happy"", ""PersonX calms PersonY down.""]"
PersonX convinces every ___,[],[],[]
PersonX wants to play with PersonY,"[""PersonX does not want to play with PersonY"", ""PersonX doesn't want to play with PersonY""]","[""PersonX wants to play without PersonY"", ""PersonX avoids PersonY""]",[]
PersonX sprains PersonX's leg,"[""PersonX does not sprain PersonX's leg""]",[],"[""PersonX breaks their leg"", ""PersonX saves PersonX's leg.""]"
PersonX calls PersonX's son,"[""PersonX does not call PersonX's son""]","[""PersonX stops calling PersonX's son"", ""PersonX has problem with calling PersonX's son""]","[""PersonX texts PersonX's son."", ""PersonX ignores PersonX's son""]"
PersonX defines ___ as real,[],[],[]
PersonX works really well,"[""PersonX does not work really well""]",[],"[""PersonX is a bad worker"", ""PersonX works really poorly""]"
PersonX sits patiently,"[""PersonX does not sit patiently""]",[],"[""PersonX paces restlessly."", ""PersonX sits nervously.""]"
PersonX pulls PersonY,"[""PersonX does not pull PersonY""]",[],"[""PersonX pushes PersonY."", ""PersonX pushes PersonY""]"
PersonX wraps PersonY's hand,"[""PersonX does not wrap PersonY's hand""]","[""PersonX hardly wraps PersonY's hand"", ""PersonX undoes PersonY's bandage.""]","[""PersonX wraps their own hand""]"
PersonX thinks it was beautiful,"[""PersonX does not think it was beautiful""]",[],"[""PersonX thinks it was ugly."", ""PersonX thinks it was ugly""]"
PersonX always makes ___,[],[],[]
PersonX loses PersonX's sight,"[""PersonX does not lose PersonX's sight""]",[],"[""PersonX regains PersonX's vision after an accident"", ""PersonX gets to see PersonX""]"
PersonX spends ___ waiting,[],[],[]
PersonX makes that mistake,"[""PersonX does not make that mistake"", ""PersonX doesn't make that mistake""]",[],"[""PersonX performs perfectly""]"
PersonX votes for PersonY,"[""PersonX does not vote for PersonY""]",[],"[""PersonX elect for PersonY"", ""PersonX refrains from voting for PersonY""]"
PersonX shares PersonX's experience,"[""PersonX does not share PersonX's experience"", ""PersonX doesn't share PersonX's experience""]",[],[]
PersonX invites people over,"[""PersonX does not invite people over""]",[],"[""PersonX goes out"", ""PersonX cancels the event.""]"
PersonX gets the stain out,"[""PersonX does not get the stain out""]",[],"[""PersonX dirties their clothes."", ""PersonX retains the permanent mark.""]"
PersonX rides PersonY's bikes,"[""PersonX does not rid PersonY's bikes""]",[],"[""PersonX buys PersonY a bike"", ""PersonX decides to walk with PersonY""]"
PersonX gives PersonY courage,"[""PersonX does not give PersonY courage""]",[],"[""PersonX gives PersonY fear"", ""Personx scares persony""]"
PersonX gets beer,"[""PersonX does not get beer""]","[""PersonX on no condition gets beer""]","[""PersonX gets water"", ""PersonX abstains.""]"
PersonX looks a ___ in the face,[],[],[]
PersonX slices PersonY,"[""PersonX does not slice PersonY""]",[],"[""PersonX heals PersonY""]"
PersonX asks PersonX's doctor,"[""PersonX does not ask PersonX's doctor""]","[""PersonX refuses to talk to PersonX's doctor.""]","[""personx asks personx's teacher""]"
PersonX wraps PersonY's arm around PersonY,"[""PersonX does not wrap PersonY's arm around PersonY""]",[],"[""PersonX wraps PersonX's arm around PersonY.""]"
PersonX reads PersonY's diary,"[""PersonX does not read PersonY's diary""]","[""PersonX never violates PersonY's privacy.""]","[""PersonY locks PersonY's diary""]"
PersonX believes also in PersonY,"[""PersonX does not believe also in PersonY"", ""PersonX does not believe in PersonY""]","[""PersonX has no faith in PersonY.""]",[]
PersonX divides PersonY into groups,"[""PersonX does not divide PersonY into groups""]",[],"[""PersonX brings groups together"", ""PersonX assigns PersonY into groups""]"
PersonX calls PersonX's work,"[""PersonX does not call PersonX's work""]",[],"[""PersonX shows up to work."", ""PersonX receives a call from PersonX's work.""]"
PersonX wants to hurt PersonY,"[""PersonX does not want to hurt PersonY""]",[],"[""PersonX saves PersonY"", ""PersonX loves PersonY""]"
PersonX makes ___ more often,[],[],[]
PersonX consolidates PersonX's position,"[""PersonX does not consolidate PersonX's position""]",[],"[""PersonX diversifies PersonX's position"", ""personx bails out""]"
PersonX becomes frustrated,"[""PersonX does not become frustrated""]",[],"[""PersonX becomes happy"", ""PersonX remains calm""]"
PersonX does better in school,"[""PersonX does not do better in school""]","[""PersonX fails school"", ""PersonX is failing in school.""]",[]
PersonX gets ___ from work,[],[],[]
PersonX gets ___ from the library,[],[],[]
PersonX eats ___ for weeks,[],[],[]
PersonX bullies at school,"[""PersonX does not bully at school""]",[],"[""PersonX is a bully at school"", ""PersonX treats fellow classmates with respect""]"
PersonX calls ___ immediately,[],[],[]
PersonX lifts PersonY's arms,"[""PersonX does not lift PersonY's arms""]","[""PersonX never lifts PersonY's arms""]","[""PersonX pulls down PersonY's arms"", ""PersonX puts down PersonY's arms""]"
PersonX gets a part time job,"[""PersonX does not get a part time job""]","[""PersonX stops getting a part time job""]","[""PersonX is laid off from their job."", ""PersonX files for unemployment""]"
PersonX produces PersonY results,"[""PersonX does not produce PersonY results""]","[""PersonX halts PersonY results""]",[]
PersonX sees PersonX's girlfriend,"[""PersonX does not see PersonX's girlfriend"", ""PersonX doesn't see PersonX's girlfriend""]","[""PersonX never sees PersonX's girlfriend"", ""PersonX refuses to see PersonX's girlfriend"", ""PersonX gets a restrained order from PersonX's girl friend.""]",[]
PersonX puts PersonY's lights out,"[""PersonX does not put PersonY's lights out""]",[],"[""PersonX is a pacifist."", ""PersonX brings PersonY's lights on.""]"
PersonX sees ___ in the corner,[],[],[]
PersonX loves PersonY's work,"[""PersonX does not love PersonY's work""]",[],"[""PersonX thinks PersonY's work is terrible."", ""PersonX hates PersonY's work.""]"
PersonX writes music,"[""PersonX does not write music""]","[""PersonX discontinues writing music"", ""PersonX in no way writes music""]","[""PersonX listens to music."", ""PersonX listens to music""]"
PersonX pays ___ at a rate,[],[],[]
PersonX gets close enough,"[""PersonX does not get close enough""]","[""PersonX makes no attempt to get close enough"", ""PersonX gets a little close""]","[""PersonX gets far enough""]"
PersonX brings ___ to a head,[],[],[]
PersonX gives PersonX's presentation,"[""PersonX does not give PersonX's presentation"", ""PersonX didn't finish PersonX's presentation.""]",[],"[""PersonX backs out of PersonX's presentation.""]"
PersonX tries again next year,"[""PersonX does not try again next year""]","[""PersonX never tries it again""]","[""PersonX tries again tomorrow""]"
PersonX opens the lid,"[""PersonX does not open the lid""]","[""PersonX avoids opening the lid"", ""PersonX rarely opens the lid""]","[""PersonX closes the lid""]"
PersonX buys ___ for my wife,[],[],[]
PersonX brings ___ to the people,[],[],[]
PersonX tries to keep it a secret,"[""PersonX does not try to keep it a secret""]","[""PersonX halts trying to keep it a secret""]","[""PersonX is a gossip."", ""PersonX tries post it public on Facebook""]"
PersonX plans a trip,"[""PersonX does not plan a trip""]","[""PersonX makes no attempt to plan a trip""]","[""PersonX goes on a surpise trip."", ""PersonX plans to stay home""]"
PersonX asks PersonY's dad,"[""PersonX does not ask PersonY's dad""]",[],"[""PersonX is scared to ask PersonY's dad"", ""PersonX tells PersonY's dad.""]"
PersonX publishes ___ in journals,[],[],[]
PersonX takes it everywhere with PersonY,"[""PersonX does not take it everywhere with PersonY""]",[],"[""PersonX leave it at home with PersonY""]"
PersonX earns the money,"[""PersonX does not earn the money""]",[],"[""PersonX loses the money"", ""PersonX donates everything to charity""]"
PersonX falls off the back of a lorry,"[""PersonX does not fall off the back of a lorry""]",[],"[""PersonX seatbelts themselves into a lorry"", ""PersonX stays on the lorry.""]"
PersonX gets everything ready,"[""PersonX does not get everything ready""]","[""PersonX barely gets everything ready"", ""PersonX has nothing ready""]","[""PersonX procrastinates""]"
PersonX studies extra,"[""PersonX does not study extra""]","[""PersonX never studies.""]","[""PersonX studies insufficiently""]"
PersonX asks PersonY to try,"[""PersonX does not ask PersonY to try""]","[""PersonX opposes asking PersonY to try""]","[""PersonX asks PersonY to give up."", ""PersonX asks PersonY to give up""]"
PersonX reschedules PersonX's appointment,"[""PersonX does not reschedule PersonX's appointment""]","[""PersonX not by any means reschedules PersonX's appointment""]","[""PersonX goes to PersonX's appointment"", ""PersonX makes PersonX's appointment.""]"
PersonX takes PersonY on a hike,"[""PersonX does not take PersonY on a hike""]","[""PersonX under no circumstances takes PersonY on a hike""]","[""PersonX and PersonY watches tv at home""]"
PersonX organizes and ___ collectively,[],[],[]
PersonX orders one,"[""PersonX does not order one""]",[],"[""PersonX cancels one"", ""PersonX continues to shop around""]"
PersonX puts PersonX's phone,"[""PersonX does not put PersonX's phone""]",[],"[""PersonX loses PersonX phone."", ""PersonX takes PersonX's phone""]"
PersonX sees an opening,"[""PersonX does not see an opening""]",[],"[""PersonX sees a door close""]"
PersonX remembers PersonY's name,"[""PersonX does not remember PersonY's name""]","[""PersonX hardly ever remembers PersonY's name""]","[""PersonX rushes past PersonY in the hall"", ""PersonX forgets PersonY's name""]"
PersonX takes things for granted,"[""PersonX does not take things for granted""]",[],"[""PersonX gives thanks for living"", ""PersonX takes lots for granted""]"
PersonX increases PersonX's capacity,"[""PersonX does not increase PersonX's capacity""]","[""PersonX ceases increasing PersonX's capacity"", ""PersonX barely increases PersonX's capacity"", ""PersonX on no condition increases PersonX's capacity""]","[""PersonX decreases PersonX's capacity"", ""PersonX gets winded easily.""]"
PersonX follows the recipe,"[""PersonX does not follow the recipe""]","[""PersonX has problem with following the recipe"", ""PersonX hardly ever follows the recipe""]","[""PersonX ignores the recipe and wings it"", ""PersonX ignores the recipe""]"
PersonX wants to kiss PersonY,"[""PersonX does not want to kiss PersonY""]","[""PersonX rarely wants to kiss PersonY""]","[""PersonX is disgusted by PersonY"", ""PersonX finds PersonY hideous.""]"
PersonX puts ___ to death,[],[],[]
PersonX is right next to PersonY,"[""PersonX is not right next to PersonY""]","[""PersonX is by no means right next to PersonY""]","[""PersonX is far from PersonY"", ""PersonX is several rows away from PersonY""]"
PersonX makes the team ___,[],[],[]
PersonX would n't make any friends,[],[],"[""PersonX would make lots of friends."", ""PersonX threw a party.""]"
PersonX gets a tan,"[""PersonX does not get a tan""]",[],"[""Person stays inside most of the time"", ""PersonX wears lots of sunscreen""]"
PersonX gives PersonY what-for,"[""PersonX does not give PersonY what-for""]","[""PersonX gave nothing to PersonY""]","[""PersonX gives PersonY a puppy.""]"
PersonX drags through the mud,"[""PersonX does not drag through the mud""]","[""PersonX rarely drags through the mud""]","[""PersonX drags through water"", ""PersonX runs thru the mud.""]"
PersonX goes ___ to bed,[],[],[]
PersonX attends college,"[""PersonX does not attend college""]","[""PersonX has problem with attending college""]","[""PersonX attends stay at home school"", ""PersonX drops out of high school.""]"
PersonX looks like PersonY,"[""PersonX does not look like PersonY"", ""PersonX doesn't resemble PersonY""]","[""PersonX looks unlike PersonY""]","[""PersonX looks different from PersonY.""]"
PersonX throws the book,"[""PersonX does not throw the book""]","[""PersonX never throws the book"", ""PersonX makes no attempt to throw the book""]","[""PersonX catches the book"", ""PersonX sets the book down gently.""]"
PersonX puts ___ all together,[],[],[]
PersonX falls back to sleep,"[""PersonX does not fall back to sleep""]",[],"[""PersonX wakes up for the day"", ""personx remains awake""]"
PersonX accepts PersonY's apology,"[""PersonX does not accept PersonY's apology"", ""PersonY doesn't apologize to PersonX""]","[""PersonX not at all accepts PersonY's apology"", ""PersonX refuses to accept PersonY's apology.""]",[]
PersonX sets the thames on fire,"[""PersonX does not set the thames on fire""]","[""PersonX hardly sets the thames on fire""]","[""PersonX puts out a fire on the Thames"", ""PersonX sets the wood on fire""]"
PersonX goes to the sporting goods store,"[""PersonX does not go to the sporting goods store""]",[],"[""PersonX goes to the book store."", ""PersonX goes to the doughnut shop""]"
PersonX takes ___ sitting down,[],[],[]
PersonX hearts beat as PersonX,"[""PersonX does not hearts beat as PersonX""]","[""PersonX not by any means hearts beat as PersonX"", ""PersonX hearts beat stops as PersonX"", ""Heart stops.""]",[]
PersonX makes a speech,"[""PersonX does not make a speech""]",[],"[""PersonX listens to a speech""]"
PersonX asks PersonX's grandmother,"[""PersonX does not ask PersonX's grandmother""]","[""PersonX under no circumstances asks PersonX's grandmother"", ""PersonX in no way asks PersonX's grandmother"", ""PersonX not by any means asks PersonX's grandmother""]","[""PersonX ignores PersonX's grandmother"", ""PersonX asks PersonX's grandson.""]"
PersonX becomes intolerable,"[""PersonX does not become intolerable""]",[],"[""PersonX becomes accepting"", ""Person X adopts a friendly personality.""]"
PersonX works PersonY's way,"[""PersonX does not work PersonY's way""]",[],"[""PersonX works against PersonY."", ""PersonX plays PersonY's way""]"
PersonX starts with a clean sheet,"[""PersonX does not start with a clean sheet""]","[""PersonX starts with a unclean sheet""]","[""PersonX starts ragged old paper"", ""PersonX starts with a dirty sheet""]"
PersonX wants to learn how to draw,"[""PersonX does not want to learn how to draw""]",[],"[""PersonX wants to forget how to draw"", ""PersonX hates to draw""]"
PersonX comes to light,"[""PersonX does not come to light""]","[""PersonX notices there are no lights""]","[""PersonX stays in the dark""]"
PersonX continues driving,"[""PersonX does not continue driving""]","[""PersonX discontinues driving"", ""PersonX stays at the rest stop"", ""PersonX stops driving""]",[]
PersonX opens PersonY's doors,"[""PersonX does not open PersonY's doors""]","[""PersonX by no means opens PersonY's doors""]","[""PersonX bars the door shut."", ""PersonX closes PersonY's doors""]"
PersonX jumps ship,"[""PersonX does not jump ship""]",[],"[""PersonX stays on the ship."", ""PersonX boards ship.""]"
PersonX smells nice,"[""PersonX does not smell nice""]",[],"[""PersonX smells bad."", ""PersonX smells horrible""]"
PersonX takes the offer,"[""PersonX does not take the offer""]","[""PersonX hardly ever takes the offer"", ""PersonX refuses the offer"", ""PersonX refuses the offer.""]",[]
PersonX starts a family,"[""PersonX does not start a family""]","[""PersonX resists starting a family"", ""PersonX fails to start a family""]","[""PersonX is infertile"", ""PersonX starts a podcast""]"
PersonX trips balls,"[""PersonX does not trip balls""]",[],"[""PersonX stays asleep"", ""PersonX stays completely sober.""]"
PersonX eats the whole thing,"[""PersonX does not eat the whole thing""]",[],"[""PersonX is on a diet."", ""PersonX eats nothing.""]"
PersonX pumps iron,"[""PersonX does not pump iron""]",[],"[""PersonX lounges around"", ""Person X pumps water""]"
PersonX lets PersonY explain,"[""PersonX does not let PersonY explain"", ""PersonX won't let PersonY get a word in.""]","[""PersonX refuses to let PersonY explain.""]",[]
PersonX spills all over PersonY,"[""PersonX does not spill all over PersonY""]",[],"[""PersonX cleans up PersonY"", ""PersonX picks all over PersonY""]"
PersonX pleases ___ to make,[],[],[]
PersonX leaned back in PersonX's chair,"[""PersonX did not lean back in PersonX's chair""]",[],"[""PersonX sat up straight in PersonX's chair"", ""PersonX stood up from PersonX's chair""]"
PersonX tells PersonY no,"[""PersonX does not tell PersonY no""]","[""PersonX under no circumstances tells PersonY no""]","[""PersonX agrees with PersonY"", ""PersonX tells PersonY yes""]"
PersonX puts PersonY's ___ to death,[],[],[]
PersonX switches PersonX's major,"[""PersonX does not switch PersonX's major""]","[""PersonX opposes switching PersonX's major"", ""PersonX by no means switches PersonX's major""]","[""PersonX keeps PersonX's major."", ""PersonX retains PersonX's major""]"
PersonX assembles PersonY,"[""PersonX does not assemble PersonY""]","[""PeersonX disassembles PersonY.""]","[""PersonX devastates PersonY""]"
PersonX wins some money,"[""PersonX does not win some money""]","[""PersonX barely ever wins any money""]","[""PersonX loses some money"", ""PersonX loses some money.""]"
PersonX has a new toy,"[""PersonX does not have a new toy""]","[""PersonX lacks a new toy"", ""PersonX is deprived of a new toy"", ""PersonX has a lack of a new toy"", ""PersonX has little new toys"", ""PersonX has few new toys"", ""PersonX has no new toys""]","[""PersonX gets a used toy."", ""PersonX lost an old toy""]"
PersonX plays ___ anymore,[],[],[]
PersonX gives ___ an f,[],[],[]
PersonX french kisses,"[""PersonX does not french kiss""]",[],"[""PersonX punches"", ""PersonX spits""]"
