neg_event,event,split,neg_cue,neg_cue_type
PersonX dislikes PersonY anymore,PersonX likes PersonY anymore,trn,dislike,affixes_verb
PersonX discontinues to walk,PersonX continues to walk,trn,discontinue,affixes_verb
PersonX unlearns how to fly,PersonX learns how to fly,trn,unlearn,affixes_verb
PersonX disestablishes PersonX's authority,PersonX establishes PersonX's authority,trn,disestablish,affixes_verb
PersonX unpacks PersonY's things,PersonX packs PersonY's things,trn,unpack,affixes_verb
PersonX discontinues PersonY's work,PersonX continues PersonY's work,trn,discontinue,affixes_verb
PersonX unwraps PersonY's arms around PersonY,PersonX wraps PersonY's arms around PersonY,trn,unwrap,affixes_verb
PersonX unlearns to play an instrument,PersonX learns to play an instrument,trn,unlearn,affixes_verb
PersonX disagrees to help PersonY,PersonX agrees to help PersonY,trn,disagree,affixes_verb
PersonX disabuses PersonY,PersonX abuses PersonY,trn,disabuse,affixes_verb
PersonX unlearns fast,PersonX learns fast,trn,unlearn,affixes_verb
PersonX unties PersonX's hair,PersonX ties PersonX's hair,trn,untie,affixes_verb
PersonX unlearns how to use it,PersonX learns how to use it,trn,unlearn,affixes_verb
PersonX disagrees to a date,PersonX agrees to a date,trn,disagree,affixes_verb
PersonX displaces the flowers,PersonX places the flowers,trn,displace,affixes_verb
PersonX discontinues PersonY's course,PersonX continues PersonY's course,trn,discontinue,affixes_verb
PersonX disproves PersonX's innocence,PersonX proves PersonX's innocence,trn,disprove,affixes_verb
PersonX dislikes PersonY much,PersonX likes PersonY much,trn,dislike,affixes_verb
PersonX unbends PersonY's head,PersonX bends PersonY's head,trn,unbend,affixes_verb
PersonX dissuades PersonY from going,PersonX persuades PersonY to go,trn,dissuade,affixes_verb
PersonX unlearns how to knit,PersonX learns how to knit,trn,unlearn,affixes_verb
PersonX dislikes the taste,PersonX likes the taste,trn,dislike,affixes_verb
PersonX discontinues PersonX's education,PersonX continues PersonX's education,trn,discontinue,affixes_verb
PersonX dissatisfies PersonX's hunger,PersonX satisfies PersonX's hunger,trn,dissatisfy,affixes_verb
PersonX unpacks PersonX's suitcase,PersonX packs PersonX's suitcase,trn,unpack,affixes_verb
PersonX dislikes PersonY too,PersonX likes PersonY too,trn,dislike,affixes_verb
PersonX disaffects PersonY's lives,PersonX affects PersonY's lives,trn,disaffect,affixes_verb
PersonX disallows pets,PersonX allows pets,trn,disallow,affixes_verb
PersonX uncovers PersonY's retreat,PersonX covers PersonY's retreat,trn,uncover,affixes_verb
PersonX undresses PersonY,PersonX dresses PersonY,trn,undress,affixes_verb
PersonX unclips PersonY's wings,PersonX clips PersonY's wings,trn,unclip,affixes_verb
PersonX disengages in PersonY activity,PersonX engages in PersonY activity,trn,disengage,affixes_verb
PersonX disjoins the football team,PersonX joins the football team,trn,disjoin,affixes_verb
PersonX dissatisfies PersonX's need,PersonX satisfies PersonX's need,trn,dissatisfy,affixes_verb
PersonX unloosens the purse strings,PersonX loosens the purse strings,trn,unloosen,affixes_verb
PersonX dislikes to hunt,PersonX likes to hunt,trn,dislike,affixes_verb
PersonX dislikes PersonX's work,PersonX likes PersonX's work,trn,dislike,affixes_verb
PersonX dislikes to play video games,PersonX likes to play video games,trn,dislike,affixes_verb
PersonX disowns PersonX's own business,PersonX owns PersonX's own business,trn,disown,affixes_verb
PersonX unpacks the car,PersonX packs the car,trn,unpack,affixes_verb
PersonX undoes PersonY's hair,PersonX does PersonY's hair,trn,undo,affixes_verb
PersonX undoes PersonX's taxes,PersonX does PersonX's taxes,trn,undo,affixes_verb
PersonX dislikes PersonX's name,PersonX likes PersonX's name,trn,dislike,affixes_verb
PersonX disagrees to the date,PersonX agrees to the date,trn,disagree,affixes_verb
PersonX unbends the knee,PersonX bends the knee,trn,unbend,affixes_verb
PersonX unwraps PersonY's arms around PersonY's waist,PersonX wraps PersonY's arms around PersonY's waist,trn,unwrap,affixes_verb
PersonX undoes PersonX's job,PersonX does PersonX's job,trn,undo,affixes_verb
PersonX disappears out of nowhere,PersonX appears out of nowhere,trn,disappear,affixes_verb
PersonX uncovers PersonY's eyes,PersonX covers PersonY's eyes,trn,uncover,affixes_verb
PersonX unsays something,PersonX says something,trn,unsay,affixes_verb
PersonX discontinues to drive,PersonX continues to drive,trn,discontinue,affixes_verb
PersonX discontinues on PersonY's way,PersonX continues on PersonY's way,trn,discontinue,affixes_verb
PersonX disaffects PersonY's ability,PersonX affects PersonY's ability,trn,disaffect,affixes_verb
PersonX disengages PersonY's attention,PersonX engages PersonY's attention,trn,disengage,affixes_verb
PersonX dislikes PersonY very much,PersonX likes PersonY very much,trn,dislike,affixes_verb
PersonX undoes PersonY's chores,PersonX does PersonY's chores,trn,undo,affixes_verb
PersonX unpacks all PersonY's things,PersonX packs all PersonY's things,trn,unpack,affixes_verb
PersonX dissuades PersonY from accepting,PersonX persuades PersonY to accept,trn,dissuade,affixes_verb
PersonX dislikes school,PersonX likes school,trn,dislike,affixes_verb
PersonX dissuades PersonY from leaving,PersonX persuades PersonY to leave,trn,dissuade,affixes_verb
PersonX dislikes spicy food,PersonX likes spicy food,trn,dislike,affixes_verb
PersonX undrapes herself across chest,PersonX drapes herself across chest,trn,undrape,affixes_verb
PersonX untangles PersonY's fingers,PersonX tangles PersonY's fingers,trn,untangle,affixes_verb
PersonX dislikes to drink,PersonX likes to drink,trn,dislike,affixes_verb
PersonX unwinds PersonY's way,PersonX winds PersonY's way,trn,unwind,affixes_verb
PersonX disinclines PersonY's head,PersonX inclines PersonY's head,trn,disincline,affixes_verb
PersonX dislikes PersonY so much,PersonX likes PersonY so much,trn,dislike,affixes_verb
PersonX disjoins the marines,PersonX joins the marines,trn,disjoin,affixes_verb
PersonX discontinues PersonX's efforts,PersonX continues PersonX's efforts,trn,discontinue,affixes_verb
PersonX disengages PersonY in conversation,PersonX engages PersonY in conversation,trn,disengage,affixes_verb
PersonX dislikes it much,PersonX likes it much,trn,dislike,affixes_verb
PersonX disbelieves PersonX's luck,PersonX believes PersonX's luck,trn,disbelieve,affixes_verb
PersonX dislikes to dance,PersonX likes to dance,trn,dislike,affixes_verb
PersonX displeases PersonY's partner,PersonX pleases PersonY's partner,trn,displease,affixes_verb
PersonX unloosens the zipper of PersonY's pants,PersonX loosens the zipper of PersonY's pants,trn,unloosen,affixes_verb
PersonX dissatisfies PersonX's needs,PersonX satisfies PersonX's needs,trn,dissatisfy,affixes_verb
PersonX uncovers PersonX's tracks,PersonX covers PersonX's tracks,trn,uncover,affixes_verb
PersonX unlocks the door behind PersonY,PersonX locks the door behind PersonY,trn,unlock,affixes_verb
PersonX disestablishes PersonY program,PersonX establishes PersonY program,trn,disestablish,affixes_verb
PersonX dissatisfies PersonX's curiosity,PersonX satisfies PersonX's curiosity,trn,dissatisfy,affixes_verb
PersonX discontinues PersonX's search,PersonX continues PersonX's search,trn,discontinue,affixes_verb
PersonX dissuades PersonY from coming,PersonX persuades PersonY to come,trn,dissuade,affixes_verb
PersonX discontinues to work,PersonX continues to work,trn,discontinue,affixes_verb
PersonX disagrees to try it,PersonX agrees to try it,trn,disagree,affixes_verb
PersonX dislikes animals,PersonX likes animals,trn,dislike,affixes_verb
PersonX dissatisfies PersonY's desires,PersonX satisfies PersonY's desires,trn,dissatisfy,affixes_verb
PersonX dislikes it at first,PersonX likes it at first,trn,dislike,affixes_verb
PersonX unties PersonY's shoelaces,PersonX ties PersonY's shoelaces,trn,untie,affixes_verb
PersonX disestablishes PersonY organization,PersonX establishes PersonY organization,trn,disestablish,affixes_verb
PersonX dissuades PersonY from joining,PersonX persuades PersonY to join,trn,dissuade,affixes_verb
PersonX unfolds PersonY's hands,PersonX folds PersonY's hands,trn,unfold,affixes_verb
PersonX dislikes fishing,PersonX likes fishing,trn,dislike,affixes_verb
PersonX disrespects PersonX,PersonX respects PersonX,trn,disrespect,affixes_verb
PersonX displeases PersonX's father,PersonX pleases PersonX's father,trn,displease,affixes_verb
PersonX disbelieved what PersonY saw,PersonX believes what PersonY saw,trn,disbelieve,affixes_verb
PersonX uncovers PersonY's shift,PersonX covers PersonY's shift,trn,uncover,affixes_verb
PersonX dislikes the song,PersonX likes the song,trn,dislike,affixes_verb
PersonX disbelieves PersonX's eyes,PersonX believes PersonX's eyes,trn,disbelieve,affixes_verb
PersonX discontinues PersonY's search,PersonX continues PersonY's search,trn,discontinue,affixes_verb
PersonX disallows PersonY to keep the dog,PersonX allows PersonY to keep the dog,trn,disallow,affixes_verb
PersonX discontinues walking,PersonX continues walking,trn,discontinue,affixes_verb
PersonX dislikes the idea,PersonX likes the idea,trn,dislike,affixes_verb
PersonX unlocks the doors,PersonX locks the doors,trn,unlock,affixes_verb
PersonX dislikes anyone,PersonX likes anyone,trn,dislike,affixes_verb
PersonX displeases PersonY's father,PersonX pleases PersonY's father,trn,displease,affixes_verb
PersonX disjoins the army,PersonX joins the army,trn,disjoin,affixes_verb
PersonX disjoins a club,PersonX joins a club,trn,disjoin,affixes_verb
PersonX dislikes the job,PersonX likes the job,trn,dislike,affixes_verb
PersonX discontinues to work hard,PersonX continues to work hard,trn,discontinue,affixes_verb
PersonX dislikes the game,PersonX likes the game,trn,dislike,affixes_verb
PersonX unlocks the door,PersonX locks the door,trn,unlock,affixes_verb
PersonX dissuades PersonY from changing,PersonX persuades PersonY to change,trn,dissuade,affixes_verb
PersonX dislikes sports,PersonX likes sports,trn,dislike,affixes_verb
PersonX dissatisfies PersonX's wants,PersonX satisfies PersonX's wants,trn,dissatisfy,affixes_verb
PersonX uncrosses PersonY's face,PersonX crosses PersonY's face,trn,uncross,affixes_verb
PersonX disowns a small business,PersonX owns a small business,trn,disown,affixes_verb
PersonX discontinues running,PersonX continues running,trn,discontinue,affixes_verb
PersonX disinvests PersonX's money,PersonX invests PersonX's money,trn,disinvest,affixes_verb
PersonX dislikes to draw,PersonX likes to draw,trn,dislike,affixes_verb
PersonX disowns a farm,PersonX owns a farm,trn,disown,affixes_verb
PersonX disaffects PersonY's life,PersonX affects PersonY's life,trn,disaffect,affixes_verb
PersonX disaffects PersonY's health,PersonX affects PersonY's health,trn,disaffect,affixes_verb
PersonX undresses PersonX,PersonX dresses PersonX,trn,undress,affixes_verb
PersonX dislikes PersonX's hair,PersonX likes PersonX's hair,trn,dislike,affixes_verb
PersonX unreels the fish in,PersonX reels the fish in,trn,unreel,affixes_verb
PersonX unbends PersonX's elbow,PersonX bends PersonX's elbow,trn,unbend,affixes_verb
PersonX uncovers PersonY's face,PersonX covers PersonY's face,trn,uncover,affixes_verb
PersonX dislikes dogs,PersonX likes dogs,trn,dislike,affixes_verb
PersonX unties PersonY's hair,PersonX ties PersonY's hair,trn,untie,affixes_verb
PersonX dissuades PersonY from making,PersonX persuades PersonY to make,trn,dissuade,affixes_verb
PersonX disclaims PersonX's prize,PersonX claims PersonX's prize,trn,disclaim,affixes_verb
PersonX undresses quickly,PersonX dresses quickly,trn,undress,affixes_verb
PersonX dislikes scary movies,PersonX likes scary movies,trn,dislike,affixes_verb
PersonX unpacks PersonX's lunch,PersonX packs PersonX's lunch,trn,unpack,affixes_verb
PersonX unpacks PersonX's car,PersonX packs PersonX's car,trn,unpack,affixes_verb
PersonX discontinues to play,PersonX continues to play,trn,discontinue,affixes_verb
PersonX discourages PersonX,PersonX encourages PersonX,trn,discourage,affixes_verb
PersonX disembarrasses PersonX,PersonX embarrasses PersonX,trn,disembarrass,affixes_verb
PersonX dislikes PersonY a lot,PersonX likes PersonY a lot,trn,dislike,affixes_verb
PersonX disowns a restaurant,PersonX owns a restaurant,trn,disown,affixes_verb
PersonX disbelieves PersonX's ears,PersonX believes PersonX's ears,trn,disbelieve,affixes_verb
PersonX discourages PersonY,PersonX encourages PersonY,trn,discourage,affixes_verb
PersonX dislikes to cook,PersonX likes to cook,trn,dislike,affixes_verb
PersonX dislikes PersonY's hair,PersonX likes PersonY's hair,trn,dislike,affixes_verb
PersonX disestablishes PersonX's identity,PersonX establishes PersonX's identity,trn,disestablish,affixes_verb
PersonX disagrees to go with PersonY,PersonX agrees to go with PersonY,trn,disagree,affixes_verb
PersonX dislikes to read,PersonX likes to read,trn,dislike,affixes_verb
PersonX disagrees with PersonY,PersonX agrees with PersonY,trn,disagree,affixes_verb
PersonX dislikes the sound of PersonX's own voice,PersonX likes the sound of PersonX's own voice,trn,dislike,affixes_verb
PersonX uncrosses that bridge when PersonX comes to it,PersonX crosses that bridge when PersonX comes to it,trn,uncross,affixes_verb
PersonX unloosens the apron strings,PersonX loosens the apron strings,trn,unloosen,affixes_verb
PersonX disaffects PersonX's life,PersonX affects PersonX's life,trn,disaffect,affixes_verb
PersonX discontinues PersonX's studies,PersonX continues PersonX's studies,trn,discontinue,affixes_verb
PersonX misarranges PersonY interview,PersonX arranges PersonY interview,trn,misarrange,affixes_verb
PersonX unstrains every nerve,PersonX strains every nerve,trn,unstrain,affixes_verb
PersonX disinvests the money,PersonX invests the money,trn,disinvest,affixes_verb
PersonX uncurls PersonY's fingers,PersonX curls PersonY's fingers,trn,uncurl,affixes_verb
PersonX dislikes a boy,PersonX likes a boy,trn,dislike,affixes_verb
PersonX disowns PersonX's homes,PersonX owns PersonX's homes,trn,disown,affixes_verb
PersonX disowns a boat,PersonX owns a boat,trn,disown,affixes_verb
PersonX dislikes the food,PersonX likes the food,trn,dislike,affixes_verb
PersonX unlocks PersonX's keys in PersonY's car,PersonX locks PersonX's keys in PersonY's car,trn,unlock,affixes_verb
PersonX is at the mall without PersonY's friends,PersonX is at the mall with PersonY's friends,trn,without,single_word
PersonX tries to make out without PersonY,PersonX tries to make out with PersonY,trn,without,single_word
PersonX goes to a party without PersonX's friends,PersonX goes to a party with PersonX's friends,trn,without,single_word
PersonX lives without PersonX's sister,PersonX lives with PersonX's sister,trn,without,single_word
PersonX goes fishing without PersonY's father,PersonX goes fishing with PersonY's father,trn,without,single_word
PersonX spends some time without PersonY,PersonX spends some time with PersonY,trn,without,single_word
PersonX plays games without PersonY,PersonX plays games with PersonY,trn,without,single_word
PersonX hangs out without PersonY,PersonX hangs out with PersonY,trn,without,single_word
PersonX plays basketball without PersonX's friends after school,PersonX plays basketball with PersonX's friends after school,trn,without,single_word
PersonX goes to the beach without PersonY's family,PersonX goes to the beach with PersonY's family,trn,without,single_word
PersonX has dinner without PersonY,PersonX has dinner with PersonY,trn,without,single_word
PersonX spends the evening without PersonY,PersonX spends the evening with PersonY,trn,without,single_word
PersonX goes fishing without PersonX's dad,PersonX goes fishing with PersonX's dad,trn,without,single_word
PersonX lives without PersonX's father,PersonX lives with PersonX's father,trn,without,single_word
PersonX goes to the beach without friends,PersonX goes to the beach with friends,trn,without,single_word
PersonX is pregnant without twins,PersonX is pregnant with twins,trn,without,single_word
PersonX works without children,PersonX works with children,trn,without,single_word
PersonX argues without PersonY,PersonX argues with PersonY,trn,without,single_word
PersonX is diagnosed without the flu,PersonX is diagnosed with the flu,trn,without,single_word
PersonX is at the beach without friends,PersonX is at the beach with friends,trn,without,single_word
PersonX eats lunch without PersonY,PersonX eats lunch with PersonY,trn,without,single_word
PersonX is hiking without friends,PersonX is hiking with friends,trn,without,single_word
PersonX speaks without PersonY,PersonX speaks with PersonY,trn,without,single_word
PersonX goes hunting without PersonY,PersonX goes hunting with PersonY,trn,without,single_word
PersonX spends the day without PersonY,PersonX spends the day with PersonY,trn,without,single_word
PersonX lives without PersonX's husband,PersonX lives with PersonX's husband,trn,without,single_word
PersonX supplies PersonY without information,PersonX supplies PersonY with information,trn,without,single_word
PersonX screams without joy,PersonX screams with joy,trn,without,single_word
PersonX wants to hang out without PersonY,PersonX wants to hang out with PersonY,trn,without,single_word
PersonX surprises PersonY without a party,PersonX surprises PersonY with a party,trn,without,single_word
PersonX goes well without PersonY,PersonX goes well with PersonY,trn,without,single_word
PersonX goes to the bar without friends,PersonX goes to the bar with friends,trn,without,single_word
PersonX agrees to go without PersonY,PersonX agrees to go with PersonY,trn,without,single_word
PersonX walks home without PersonY,PersonX walks home with PersonY,trn,without,single_word
PersonX treats PersonY without contempt,PersonX treats PersonY with contempt,trn,without,single_word
PersonX denies that they get the picture,PersonX gets the picture,trn,deny,verb
PersonX denies that they pick up PersonY's bag,PersonX picks up PersonY's bag,trn,deny,verb
PersonX denies that they have a hard day at work,PersonX has a hard day at work,trn,deny,verb
PersonX denies that they buy PersonY's tickets,PersonX buys PersonY's tickets,trn,deny,verb
PersonX denies that they write stories,PersonX writes stories,trn,deny,verb
PersonX denies that they drive downtown,PersonX drives downtown,trn,deny,verb
PersonX denies that they know where PersonY was,PersonX knows where PersonY was,trn,deny,verb
PersonX denies that they take PersonY to the movies,PersonX takes PersonY to the movies,trn,deny,verb
PersonX denies that they are outside playing,PersonX is outside playing,trn,deny,verb
PersonX denies that they demonstrate PersonX's ability,PersonX demonstrates PersonX's ability,trn,deny,verb
PersonX denies that they are drunk at the bar,PersonX is drunk at the bar,trn,deny,verb
PersonX denies that they buy a smartphone,PersonX buys a smartphone,trn,deny,verb
PersonX denies that they get really scared,PersonX gets really scared,trn,deny,verb
PersonX denies that they are living PersonX's dream,PersonX is living PersonX's dream,trn,deny,verb
PersonX denies that they want a boyfriend,PersonX wants a boyfriend,trn,deny,verb
PersonX denies that they get PersonX's wallet,PersonX gets PersonX's wallet,trn,deny,verb
PersonX denies that they are walking down the sidewalk,PersonX is walking down the sidewalk,trn,deny,verb
PersonX denies that they want one too,PersonX wants one too,trn,deny,verb
PersonX denies that they tell PersonY had happened,PersonX tells PersonY had happened,trn,deny,verb
PersonX denies that they spend a night,PersonX spends a night,trn,deny,verb
PersonX denies that they get robbed,PersonX gets robbed,trn,deny,verb
PersonX denies that they lose 50 pounds,PersonX loses 50 pounds,trn,deny,verb
PersonX denies that they play games on it,PersonX plays games on it,trn,deny,verb
PersonX denies that they see a shark,PersonX sees a shark,trn,deny,verb
PersonX denies that they tell PersonY's parents,PersonX tells PersonY's parents,trn,deny,verb
PersonX denied that they did PersonX's hair and makeup,PersonX does PersonX's hair and makeup,trn,deny,verb
PersonX forbids themselves from finishing the book,PersonX finishes the book,trn,forbid,verb
PersonX forbids themselves from divorcing PersonX's wife,PersonX divorces PersonX's wife,trn,forbid,verb
PersonX forbids themselves from having a fantastic time,PersonX has a fantastic time,trn,forbid,verb
PersonX forbids themselves from making smoothies,PersonX makes smoothies,trn,forbid,verb
PersonX forbids themselves from wanting PersonY,PersonX wants PersonY,trn,forbid,verb
PersonX forbids themselves from getting a closer look,PersonX gets a closer look,trn,forbid,verb
PersonX forbids themselves from getting really angry,PersonX gets really angry,trn,forbid,verb
PersonX forbids themselves from having a big garden,PersonX has a big garden,trn,forbid,verb
PersonX forbids themselves from getting mad,PersonX gets mad,trn,forbid,verb
PersonX forbids themselves from adding salt,PersonX adds salt,trn,forbid,verb
PersonX forbids themselves from giving it to PersonX's son,PersonX gives it to PersonX's son,trn,forbid,verb
PersonX forbids themselves from turning to face PersonY,PersonX turns to face PersonY,trn,forbid,verb
PersonX forbids themselves from holding the phone,PersonX holds the phone,trn,forbid,verb
PersonX forbids themselves from leaving PersonY in the lurch,PersonX leaves PersonY in the lurch,trn,forbid,verb
PersonX forbids themselves from asking PersonY a questions,PersonX asks PersonY a questions,trn,forbid,verb
PersonX forbids themselves from going to a friend's house,PersonX goes to a friend's house,trn,forbid,verb
PersonX prevents themselves from loving video games,PersonX loves video games,trn,prevent,verb
PersonX prevents themselves from making a decision,PersonX makes a decision,trn,prevent,verb
PersonX prevents themselves from taking private lessons,PersonX takes private lessons,trn,prevent,verb
PersonX prevents themselves from looking behind,PersonX looks behind,trn,prevent,verb
PersonX prevents themselves from meeting PersonX's sister,PersonX meets PersonX's sister,trn,prevent,verb
PersonX prevents themselves from carrying out PersonX's purpose,PersonX carries out PersonX's purpose,trn,prevent,verb
PersonX prevents themselves from beginning to worry,PersonX begins to worry,trn,prevent,verb
PersonX prevents themselves from giving PersonY any advice,PersonX gives PersonY some advice,trn,prevent,verb
PersonX prevents themselves from pursuing PersonX's dream,PersonX pursues PersonX's dream,trn,prevent,verb
PersonX prevents themselves from giving PersonY hope,PersonX gives PersonY hope,trn,prevent,verb
PersonX prevents themselves from spending a week with PersonY,PersonX spends a week with PersonY,trn,prevent,verb
PersonX prevents themselves from working properly,PersonX works properly,trn,prevent,verb
PersonX prevents themselves from acting like a man,PersonX acts like a man,trn,prevent,verb
PersonX prevents themselves from fixing the problem,PersonX fixes the problem,trn,prevent,verb
PersonX prevents themselves from swerving off the road,PersonX swerves off the road,trn,prevent,verb
PersonX prevents themselves from telling PersonY's boss,PersonX tells PersonY's boss,trn,prevent,verb
PersonX prevents themselves from using as PersonY example,PersonX uses as PersonY example,trn,prevent,verb
PersonX prevents themselves from getting medical help,PersonX gets medical help,trn,prevent,verb
PersonX prevents themselves from wearing pants,PersonX wears pants,trn,prevent,verb
PersonX prevents themselves from sailing close to the wind,PersonX sails close to the wind,trn,prevent,verb
PersonX prevents themselves from preparing dinner,PersonX prepares dinner,trn,prevent,verb
PersonX prevents themselves from adding salt,PersonX adds salt,trn,prevent,verb
PersonX prevents themselves from riding PersonX's skateboard,PersonX rides PersonX's skateboard,trn,prevent,verb
PersonX prevents themselves from lending a hand,PersonX lends a hand,trn,prevent,verb
PersonX prevents themselves from getting a new bike,PersonX gets a new bike,trn,prevent,verb
PersonX prevents themselves from carrying out PersonY's duties,PersonX carries out PersonY's duties,trn,prevent,verb
PersonX restrains themselves from getting really scared,PersonX gets really scared,trn,restrain,verb
PersonX restrains themselves from deepening PersonX's understanding,PersonX deepens PersonX's understanding,trn,restrain,verb
PersonX restrains themselves from visiting the doctor,PersonX visits the doctor,trn,restrain,verb
PersonX restrains themselves from riding back home,PersonX rides back home,trn,restrain,verb
PersonX restrains themselves from eating pumpkin pie,PersonX eats pumpkin pie,trn,restrain,verb
PersonX restrains themselves from buying ice cream,PersonX buys ice cream,trn,restrain,verb
PersonX restrains themselves from changing PersonX's major,PersonX changes PersonX's major,trn,restrain,verb
PersonX restrains themselves from completing PersonY's assignment,PersonX completes PersonY's assignment,trn,restrain,verb
PersonX restrains themselves from playing drums,PersonX plays drums,trn,restrain,verb
PersonX restrains themselves from buying PersonY ice cream,PersonX buys PersonY ice cream,trn,restrain,verb
PersonX denied the dare,PersonX accepts the dare,trn,deny,verb
PersonX does nothing on PersonY's behalf,PersonX acts on PersonY's behalf,trn,nothing,single_word
PersonX denies PersonY access.,PersonX allows PersonY access,trn,deny,verb
PersonX rarely failed,PersonX always failed,trn,fail,verb
PersonX denies wrongdoing to PersonX's boss.,PersonX apologizes to PersonX's boss,trn,deny,verb
PersonX applies to few jobs,PersonX applies to many jobs,trn,few,single_word
PersonX stops speaking to PersonX's wife,PersonX asks PersonX's wife,trn,stop,verb
PersonX refuses to go on a date with PersonY.,PersonX asks PersonY on a date,trn,refuse,verb
PersonX avoids meeting PersonY.,PersonX asks PersonY to meet,trn,avoid,verb
PersonX went without PersonY's permission,PersonX asks PersonY's permission,trn,without,single_word
PersonX stops talking.,PersonX asks another question,trn,stop,verb
PersonX denied there was a problem,PersonX asks what was wrong,trn,deny,verb
PersonX avoids a party.,PersonX attends a party,trn,avoid,verb
PersonX fails the test,PersonX becomes a police officer,trn,fail,verb
PersonX wallows in failure,PersonX becomes a success,trn,fail,verb
Personx disbanded persony's group,PersonX belongs to PersonY group,trn,disband,affixes_verb
PersonX brings no one,PersonX brings everyone,trn,no,single_word
PersonX refuses PersonY's gift.,PersonX buys PersonY a gift,trn,refuse,verb
PersonX refuses to help PersonY.,PersonX buys PersonY a pair,trn,refuse,verb
PersonX dislikes PersonX's grandparents,PersonX calls PersonX's grandparents,trn,dislike,affixes_verb
PersonX refuses to contact PersonY,PersonX calls PersonY again,trn,refuse,verb
PersonX refuses to speak to PersonY when PersonY calls.,PersonX calls PersonY last night,trn,refuse,verb
PersonX avoids talking to PersonY.,PersonX calls PersonY over,trn,avoid,verb
PersonX does it without any help.,PersonX calls PersonY's dad for help,trn,without,single_word
PersonX never changes his beliefs,PersonX changes PersonX's religion,trn,never,single_word
PersonX is unable to influence PersonY's ways,PersonX changes PersonY's ways,trn,unable,affixes_adj
PersonX will never return.,PersonX comes back today,trn,never,single_word
PersonX disagrees to PersonY agreement,PersonX comes to PersonY agreement,trn,disagree,affixes_verb
PersonX goes unnoticed in the crowd.,PersonX comes under PersonY's observation,trn,unnoticed,affixes_adj
PersonX avoids PersonY,PersonX comforts PersonY,trn,avoid,verb
PersonX unable to finish PersonX's mission,PersonX completes PersonX's mission,trn,unable,affixes_adj
PersonX denies PersonY's request,PersonX complies with PersonY's request,trn,deny,verb
PersonX avoids Person Y,PersonX confronts PersonY,trn,avoid,verb
PersonX stopped PersonY's course.,PersonX continues PersonY's course,trn,stop,verb
PersonY is unconvinced by PersonX to do otherwise,PersonX convinces PersonY otherwise,trn,unconvinced,affixes_adj
PersonX dislikes personY,PersonX courts PersonY,trn,dislike,affixes_verb
PersonX unveiled PersonY,PersonX covers PersonY,trn,unveil,affixes_verb
PersonX creates no opportunity,PersonX creates PersonY opportunity,trn,no,single_word
PersonX avoids all contact with PersonY.,PersonX crosses PersonY path,trn,avoid,verb
PersonX cuts no hair,PersonX cuts PersonY's hair,trn,no,single_word
PersonX unwinds the cord,PersonX cuts the cord,trn,unwind,affixes_verb
PersonX refuses to dance with PersonY.,PersonX dances with PersonY,trn,refuse,verb
PersonX refuses to give up,PersonX decides to give up,trn,refuse,verb
PersonX refuses to go there,PersonX decides to go there,trn,refuse,verb
PersonX  lets the other person fail,PersonX decides to help,trn,fail,verb
PersonX decides to refuse help to PersonY.,PersonX decides to help PersonY out,trn,refuse,verb
PersonX refuses to help PersonY with chores,PersonX does PersonY's chores,trn,refuse,verb
Person x never does a good job,PersonX does an excellent job,trn,never,single_word
PersonX disquiets PersonY's mind,PersonX eases PersonY's mind,trn,disquiet,affixes_verb
"PersonX dines alone, without PersonY",PersonX eats lunch with PersonY,trn,without,single_word
PersonX refuses to speak to PersonY.,PersonX engages PersonY in conversation,trn,refuse,verb
PersonX dislikes PersonY's food,PersonX enjoys PersonY's food,trn,dislike,affixes_verb
PersonX avoids a marathon.,PersonX enters a marathon,trn,avoid,verb
PersonX never enters raffles,PersonX enters a raffle,trn,never,single_word
PersonX refuses to provide his insurance information,PersonX exchanges insurance information,trn,refuse,verb
PersonX never has a baby.,PersonX expects PersonX's first baby,trn,never,single_word
PersonX disregards PersonY's value.,PersonX expresses PersonY appreciation,trn,disregard,affixes_verb
Person could never find a time to ask.,PersonX finally asked,trn,never,single_word
PersonX never asks PersonY.,PersonX finally asked PersonY,trn,never,single_word
PersonX has no luck in online auctions,PersonX finds one on ebay,trn,no,single_word
Person X is unable to fix my car,PersonX fixes my car,trn,unable,affixes_adj
PersonX disregards PersonY's course,PersonX follows PersonY's course,trn,disregard,affixes_verb
PersonX dislikes PersonY's friend.,PersonX forgives PersonY's friend,trn,dislike,affixes_verb
PersonX dismantles PersonY's organization,PersonX forms PersonY organization,trn,dismantle,affixes_verb
Person X fails PersonY's mission,PersonX fulfils PersonY's mission,trn,fail,verb
PersonX refused to take PersonY's order.,PersonX gets PersonY order,trn,refuse,verb
PersonX avoids taking pictures,PersonX gets PersonY's picture taken,trn,avoid,verb
PersonX has a restraining order against them.,PersonX gets a restraining order,trn,restrain,verb
PersonX stops turning in homework,PersonX gets better grades,trn,stop,verb
Person X never cuts their hair.,PersonX gets my hair cut,trn,never,single_word
PersonX never saw PersonY again,PersonX gets to see PersonY,trn,never,single_word
PersonX refuses to wait in the line.,PersonX gets to the front of the line,trn,refuse,verb
PersonX gives PersonY a disadvantage,PersonX gives PersonY a advantage,trn,disadvantage,affixes_verb
PersonX refuses to touch PersonY,PersonX gives PersonY a squeeze,trn,refuse,verb
